Date,Close,High,Low,Open,Volume,MA10,MA50
2015-02-06,194.70751953125,199.00866628719777,193.23100284135162,197.74614559721587,9045844,195.4886016845703,
2015-02-09,191.8829040527344,196.4408438375023,190.87716126992885,192.84585048601593,8839692,195.69830780029298,
2015-02-10,188.7373046875,193.5520230294048,184.30775352810963,192.1611129679973,13651008,195.54745025634764,
2015-02-11,192.73887634277344,193.60553106485537,188.95128480515393,189.59324438823455,9781008,195.4158508300781,
2015-02-12,194.54705810546875,195.57419911515908,189.86072903431875,194.30097908321838,8709626,194.98252563476564,
2015-02-13,196.3338623046875,197.040016389926,194.52565931328633,195.58489758339235,7393680,195.03067321777343,
2015-02-16,193.1882476806641,197.76758592734356,192.58907018076474,196.59064338814545,12266698,194.9183334350586,
2015-02-18,192.9421539306641,194.30098096364335,191.39074331319028,192.58906974126074,9835036,194.1490447998047,
2015-02-19,193.02772521972656,194.21536671250524,189.92490432901656,194.07626429908387,9550637,193.57662506103514,
2015-02-20,186.83279418945312,191.73311911328037,186.44761275465314,191.57261851615772,18717199,192.49384460449218,
2015-02-23,182.199951171875,187.61384629636035,181.26910203852032,186.15872761812142,14104463,191.2430877685547,
2015-02-24,180.06007385253906,183.34479374629717,179.10784076900913,182.79912599269178,19946218,190.06080474853516,
2015-02-25,180.42384338378903,183.2805852704313,179.97446745305348,181.63288304739757,15274116,189.22945861816407,
2015-02-26,180.17776489257807,181.88966164130656,179.02222065980368,181.05510429838532,21459750,187.97334747314454,
2015-02-27,183.07730102539065,184.24354442256953,180.73414371246815,181.36540416281517,18659378,186.8263717651367,
2015-03-02,184.93899536132807,187.34636143153838,183.0772970290994,185.9554372260285,14579511,185.68688507080077,
2015-03-03,192.7602386474609,193.9692639704592,185.61304900366935,185.95541976586668,20636925,185.64408416748046,
2015-03-04,189.98912048339844,194.65406572197864,188.320019892744,193.8730037246968,14476047,185.3487808227539,
2015-03-05,189.36854553222656,192.3215793319759,187.9134268069372,190.98415056690584,10716702,184.9828628540039,
2015-03-09,186.0945281982422,190.82366771217244,184.91760000575078,189.40064622299883,14065391,184.9090362548828,
2015-03-10,183.84767150878903,187.4105678041594,183.0452113398197,185.94474989471314,15234060,185.0738082885742,
2015-03-11,183.1629180908203,186.08384057706047,182.40325426348716,184.2328554743766,11635873,185.38409271240235,
2015-03-12,184.8426818847656,185.6130446506318,183.0879746316783,183.60155933191848,11782380,185.8259765625,
2015-03-13,181.9110870361328,186.0838458061595,181.2477292679663,185.95545674480417,12936157,185.99930877685546,
2015-03-16,180.1991729736328,182.73492811785326,179.8139915415307,182.21065854911555,13839990,185.71149597167968,188.3561734008789
2015-03-17,183.35548400878903,184.00814260727708,179.96377340198245,182.00735617885903,19070082,185.5531448364258,188.22328704833984
2015-03-18,185.8805389404297,186.65090177732299,182.8954079453352,183.38758023432382,9269885,184.86517486572265,188.15095916748047
2015-03-19,183.2057037353516,187.6031429821561,182.76702686252392,187.35706396918957,13934612,184.18683319091798,188.06664794921875
2015-03-20,182.76702880859372,184.27564301850518,181.59008631534266,183.5801737532895,10405717,183.52668151855468,188.14368377685548
2015-03-23,180.1670684814453,184.88549441073982,179.34321021313397,183.28058850662916,13251683,182.933935546875,188.09082885742188
2015-03-24,181.45098876953125,182.8098156821211,180.19916701223235,180.19916701223235,9238431,182.69426727294922,188.1160794067383
2015-03-25,180.7983245849609,181.7826691348462,179.9637672495597,181.6756782673576,10264941,182.45780792236326,188.0501708984375
2015-03-26,177.46011352539062,181.72917779480818,176.3473799094531,179.98516947747746,20621346,181.71955108642575,187.96029571533202
2015-03-27,173.69393920898438,178.6798567145218,171.50055489934067,178.4444625104279,23326922,180.8978363037109,187.82569763183594
2015-03-30,173.4906768798828,174.97789315845588,170.43065160762427,174.74251319189685,17330588,180.22698669433592,187.72212768554687
2015-03-31,176.75396728515625,178.23048420828187,175.04205615338952,175.04205615338952,20235395,179.56683502197265,187.55842712402344
2015-04-01,178.904541015625,179.53580146037353,173.99351702564954,176.51857308913966,14588531,178.86923522949218,187.4144125366211
2015-04-06,176.465087890625,179.32183011568313,175.76963288075356,178.89385230787886,12334096,178.1951736450195,187.17902618408203
2015-04-07,178.21981811523438,178.91527321345652,176.76469909764015,176.76469909764015,21275454,177.7404525756836,186.8785873413086
2015-04-08,185.2920684814453,186.0624170072914,178.2304712861308,178.358860326356,24821205,178.2529525756836,186.70375915527345
2015-04-09,191.54052734375,192.37508476493576,183.77277529820066,185.20649592340592,27276420,179.26190643310548,186.7523342895508
2015-04-10,193.5199279785156,194.4721754262888,190.25662027122334,191.50844219771332,25323219,180.53406677246093,186.82701599121094
2015-04-13,197.4037933349609,197.88526655907532,192.32158390514024,194.04417985370733,20177342,182.52843475341797,186.9701742553711
2015-04-15,197.64987182617188,201.0629662049741,194.12977229541912,197.08279165966744,22231264,184.9240280151367,187.04207427978517
2015-04-16,198.65560913085935,200.7205899544087,196.65482282603247,197.83175090493256,20177302,187.44052124023438,187.03758026123046
2015-04-17,198.33465576171875,202.06873755641382,197.4252046905088,200.08934909007345,23958678,189.5985900878906,187.08722564697266
2015-04-20,189.51834106445312,200.6029102446017,187.98832866102612,200.57081298131627,37628162,190.65997009277345,186.99135955810547
2015-04-21,187.5496063232422,191.62608633296938,186.69366522524984,190.4812413664352,17707007,191.76842193603517,186.72965087890626
2015-04-22,188.25582885742188,189.75374406692976,185.5274756448377,188.7159039369812,14761313,192.77202301025392,186.51972900390626
2015-04-23,187.67803955078125,190.32078543125138,185.96612851288523,189.13315821919477,13337818,193.0106201171875,186.3200778198242
2015-04-24,188.07391357421875,189.261555120083,185.88054353589987,187.66734825610772,12709854,192.66395874023436,186.1874057006836
2015-04-27,187.30355834960935,189.91420698512152,186.47970008634118,188.3200001777737,11042925,192.04232177734374,186.0958187866211
2015-04-28,185.14230346679688,188.73729701561393,183.71928191352632,187.1751873187558,14687371,190.81617279052733,186.02391876220702
2015-04-29,181.88967895507807,186.28713262752606,181.33331210166938,184.4575314648479,16387960,189.24015350341796,185.80693481445311
2015-04-30,184.5324249267578,185.29208873344288,181.45100191759124,181.88967880413526,34802149,187.8278350830078,185.6066421508789
2015-05-04,190.65249633789065,191.28375683052093,184.13656588090103,185.35629051306788,15078502,187.059619140625,185.49301483154298
2015-05-05,190.9092712402344,192.97425238020904,189.40065696560288,191.24095725562034,17846755,187.19871215820314,185.44743530273436
2015-05-06,188.36279296875,191.89359158330777,186.59738651922365,190.44917202037573,22438208,187.2800308227539,185.35584808349608
2015-05-07,186.32992553710935,187.977627891172,184.0295502664244,187.23937655771732,16735535,187.08744049072266,185.22189208984375
2015-05-08,192.78370666503903,193.66128055427376,186.5865489273437,188.73171668816587,17104443,187.59800720214844,185.34091033935547
2015-05-11,194.13792419433597,194.896310604852,191.41853228670357,193.4661943989026,14214007,188.20440826416015,185.5796697998047
2015-05-12,188.23333740234372,193.91045385282848,187.46411688590172,193.91045385282848,16650201,188.2973861694336,185.74313507080078
2015-05-13,191.78692626953125,192.55616113947642,185.74144403277268,189.2408906213158,16701434,188.96184844970702,185.97039672851562
2015-05-14,190.2918243408203,192.02530419974357,188.58002672137943,191.98195418524813,12329713,189.80206298828125,186.17267791748046
2015-05-15,189.3709259033203,192.1878236044125,188.53670205270058,191.09357197415912,8331715,190.2859130859375,186.29855041503907
2015-05-18,193.1845550537109,193.71542999490362,188.99172496056983,189.57676933816288,9847540,190.53911895751952,186.46346160888672
2015-05-19,194.05130004882807,196.04479321846367,192.11197631701208,193.11955678939376,14513036,190.8533218383789,186.48928283691407
2015-05-20,196.9331817626953,197.3990533812929,194.51715257126492,195.10221141468998,8708891,191.71036071777343,186.6281640625
2015-05-21,194.31130981445312,198.3524655180063,193.7370993195459,197.45322393762726,10759523,192.50849914550778,186.72701934814452
2015-05-22,195.84976196289065,196.22896247890162,194.36547602487633,194.36547602487633,8349048,192.81510467529296,186.9221240234375
2015-05-25,193.8237762451172,196.74901270889325,193.35790460987272,195.01553282022468,6617337,192.78368988037107,187.12164611816405
2015-05-26,191.67860412597656,194.14880278423198,191.2669019388558,193.9321105709988,9510249,193.12821655273436,187.2919598388672
2015-05-27,191.83029174804688,193.04373061801746,190.72520622438222,191.98196618261687,8078236,193.1325531005859,187.4317120361328
2015-05-28,189.7717742919922,193.76959430839705,188.94836995153776,191.9494434355898,26538868,193.0805480957031,187.58892578125
2015-05-29,190.03179931640625,192.07946178668595,189.1867272140955,190.66017921748605,29277517,193.1466354370117,187.78557830810547
2015-06-01,195.5030670166016,196.07729197792483,190.24848698121735,190.6818569418261,19594976,193.37848663330078,188.02852996826172
2015-06-02,194.72300720214844,199.08917941915018,193.16288406635942,196.2614625637377,20178960,193.4456573486328,188.2053793334961
2015-06-03,194.22462463378903,197.27986743651704,192.52366104712465,194.7988350870647,15546279,193.1748016357422,188.42575775146486
2015-06-04,197.76742553710935,198.5258121341296,193.4012386509135,195.92560678589402,15931395,193.52041320800782,188.72576568603515
2015-06-05,196.69483947753903,198.68833263238542,195.97977397468765,197.16071110380008,13066337,193.60492095947265,189.05632110595704
2015-06-08,191.8627777099609,197.18237548189444,191.35357054253797,196.48897776595527,10846953,193.40882110595703,189.26455688476562
2015-06-09,191.4835968017578,192.98953610544442,190.10764968465915,191.45108067452406,9153355,193.38932037353516,189.47826232910157
2015-06-10,196.27230834960935,197.1607160745957,191.7652808626073,191.98195861774076,13509379,193.8335220336914,189.85450622558594
2015-06-11,190.06430053710935,197.07402780771488,189.3058995312586,196.31562680186408,14676438,193.86277465820314,190.18191345214845
2015-06-12,192.8162078857422,193.43375398751428,190.3026734606885,190.46519625076468,21543824,194.1412155151367,190.56842407226563
2015-06-15,195.39476013183597,196.09899185729518,192.84872385284288,193.9104739211488,12858570,194.13038482666016,190.9412399291992
2015-06-16,195.8714141845703,196.0989402618983,193.54207076646344,194.79883050929365,13929305,194.24522552490234,191.28057739257812
2015-06-17,201.7760772705078,204.1921065007052,193.71543355450996,196.10979500974904,26232634,195.00037078857423,191.78679718017577
2015-06-18,212.1227264404297,212.78360803283346,202.0577558092228,202.068589696566,49366799,196.43590087890624,192.46485534667968
2015-06-19,215.95803833007807,218.0707042204091,212.8919614243679,212.8919614243679,45710935,198.36222076416016,193.07817474365234
2015-06-22,214.88546752929688,218.56909070062144,213.75869978387632,216.02305469824756,19394187,200.66448974609375,193.54507354736327
2015-06-23,215.6005096435547,217.26897171965564,214.7337697106197,215.09130246423751,16007498,203.07618103027343,193.98668518066407
2015-06-24,214.71206665039065,218.08150637598823,213.7911574310453,215.60047421242734,18603004,204.92015686035157,194.33285064697264
2015-06-25,217.6698455810547,218.63409052655854,213.4336797251095,213.86704970264185,27175118,207.6807113647461,194.7332501220703
2015-06-26,216.83560180664065,219.73915579940316,215.68716640926314,216.6622451528934,20966796,210.08265075683593,195.09684997558594
2015-06-29,214.7012481689453,215.35131029069248,210.61675722503782,214.062034398213,20168946,212.01329956054687,195.42418182373046
2015-06-30,216.70559692382807,217.3014752085528,214.08372379235777,214.4954259871854,23184864,214.09671783447266,195.96792694091798
2015-07-01,217.908203125,218.94828527358297,216.90062263953092,216.90062263953092,14824266,215.70993041992188,196.57509887695312
2015-07-02,219.0349578857422,220.96344776834275,218.22238737335263,218.63408957343708,15931202,216.40115356445312,197.19068145751953
2015-07-03,218.24403381347656,219.67415025395047,217.34479228676173,218.79657650067608,13831096,216.62975311279297,197.80200134277345
2015-07-06,220.0533599853516,220.7792448905271,215.64383772501822,215.83886215863217,12237733,217.14654235839845,198.4415902709961
2015-07-07,217.38815307617188,220.28087329623258,216.68392147550537,219.06744899447003,11294999,217.32530670166017,199.04328216552733
2015-07-08,215.9471893310547,218.5690622076381,214.8746056299282,215.7846665677699,15190654,217.44881896972657,199.6593798828125
2015-07-09,213.9537048339844,216.90060888964751,213.03279550853105,215.81717679445802,16245867,217.07720489501952,200.30066040039063
2015-07-10,217.07394409179688,217.5506495696996,214.5712439489247,214.7554200222971,16110573,217.10103912353514,200.9514907836914
2015-07-13,218.2007293701172,219.39250047262777,215.6330255290691,217.07397606166415,9860248,217.45098724365235,201.50245544433594
2015-07-14,216.2071990966797,219.17577076031304,215.64382253879955,218.6123942024329,9942927,217.4011474609375,202.00841400146484
2015-07-15,219.09996032714844,219.8041774944296,216.58642605014992,216.62976160109218,13532911,217.52032318115235,202.62315734863282
2015-07-16,221.8193359375,222.70774365060794,219.09995782458657,219.28413391398746,14854295,217.79876098632812,203.33294555664062
2015-07-17,221.3859405517578,223.4336029331818,220.5842184960577,222.1551754128217,10195142,218.11295166015626,203.904990234375
2015-07-20,222.0468597412109,223.17361297010467,220.56257376036214,222.7077413431539,6348354,218.3123016357422,204.4631689453125
2015-07-21,218.37405395507807,222.8485796273808,217.2798023997473,222.75107464087057,7923338,218.4108917236328,205.06598327636718
2015-07-22,227.60479736328125,228.37401782070467,217.68066737606725,217.76733847386492,17309440,219.57665252685547,205.7823406982422
2015-07-23,226.49972534179688,231.3859389495307,225.61131760785625,228.2765263452083,18642915,220.8312545776367,206.50649871826172
2015-07-24,222.1118621826172,227.44227945589282,221.25595614461758,227.08476116982928,13099664,221.33504638671874,207.16131744384765
2015-07-27,217.8431701660156,223.1627677677505,217.06311584112788,222.07935014378677,20118553,221.2992904663086,207.65448974609376
2015-07-28,218.90493774414065,220.30253811049852,216.70558633810427,218.4824016823122,13382878,221.56906433105468,208.1515625
2015-07-29,215.8171844482422,219.43581855628037,214.97212676641306,218.74242083361082,14790821,221.24078674316405,208.52924255371093
2015-07-30,216.71641540527344,218.4173935018678,215.0154517731475,216.7055815184026,11701228,220.7304946899414,208.97734466552734
2015-07-31,217.08477783203125,218.39572151149645,214.51707437087728,216.6839095610817,16634259,220.30037841796874,209.40204498291016
2015-08-03,217.2147979736328,219.68499660837472,216.55391638172432,216.90061524091573,9887787,219.81717224121093,209.86986541748047
2015-08-04,214.08372497558597,217.90820304975384,212.35025955003613,217.42066363874457,12006872,219.3881393432617,210.31796783447265
2015-08-05,214.029541015625,216.85727230051697,213.2386383381826,214.13787988528327,14345010,218.0306137084961,210.76195281982422
2015-08-06,212.1227264404297,214.95045782381723,211.8085437074771,214.73376561248432,8708037,216.59291381835936,211.20897186279296
2015-08-07,213.2928466796875,215.38384496158326,211.73270891995094,212.13357724809242,8608888,215.7110122680664,211.6741928100586
2015-08-10,209.94503784179688,214.25704032200142,208.99162691468874,213.32531163204678,9288894,214.92119903564452,211.9630322265625
2015-08-11,209.3166656494141,210.97429371409604,207.5831859130812,210.40008325238796,8762464,213.96237182617188,212.25490539550782
2015-08-12,204.31124877929688,209.31664869254163,203.80204167928224,208.79660770666425,9650325,212.81177825927733,212.45663787841798
2015-08-13,202.24192810058597,206.70561946323085,201.38602214880487,205.199665865074,9340350,211.36432952880858,212.5461279296875
2015-08-14,209.52252197265625,210.61677352752332,202.4477910074001,203.73706699967414,12739366,210.60810394287108,212.80268157958983
2015-08-17,206.00140380859372,209.31667454329204,204.9938233699903,209.31667454329204,10857430,209.48676452636718,213.0854541015625
2015-08-18,204.57130432128903,207.14984201188875,204.15961657341734,207.14984201188875,6630334,208.5355224609375,213.34720825195313
2015-08-19,206.8464813232422,208.2332478499668,203.56371216469807,204.54962485456264,8877298,207.8172164916992,213.55869171142578
2015-08-20,198.5475006103516,208.00576030307923,197.9949578202715,208.00576030307923,19008087,206.4596939086914,213.72835571289062
2015-08-21,196.73817443847656,197.59408047605146,194.36548076434084,197.18237828844065,20050521,204.80422668457032,213.8067950439453
2015-08-24,179.75013732910156,190.6818473899387,177.24743714191817,190.6818473899387,35635706,201.78473663330078,213.49390258789063
2015-08-25,183.78048706054688,186.4890459767431,178.37423204561318,182.19869594358147,49504268,199.23111877441406,213.25208404541016
2015-08-26,184.91807556152344,189.5551096965712,182.01450685907002,183.70463674068475,18955515,197.29180145263672,212.91492401123048
2015-08-27,188.330810546875,190.95268333538763,185.70893775836237,187.8216034298859,26997546,195.90068969726562,212.43908569335937
2015-08-28,189.0350646972656,191.33190670939808,187.66995147632863,189.59844131277868,10770215,193.85194396972656,211.90062622070312
2015-08-31,185.45977783203125,189.13256689851062,185.00474009842287,189.13256689851062,20708942,191.79778137207032,211.3121124267578
2015-09-01,181.98199462890625,185.02640369526745,180.95274642396473,185.02640369526745,21645696,189.53885040283203,210.63974212646485
2015-09-02,184.08384704589844,185.71980757561207,182.5778931760234,184.1813520407774,19652369,187.26258697509766,210.027177734375
2015-09-03,185.01556396484372,186.51068373301473,182.96790150674747,185.05889951193842,11659978,185.90939331054688,209.37409210205078
2015-09-04,181.1260681152344,184.11630740753597,178.7858764407692,184.11630740753597,16199949,184.34818267822266,208.65990142822267
2015-09-07,180.541015625,182.8812071933349,179.34925930226947,181.63526697914708,10234633,184.4272705078125,207.97669677734376
2015-09-08,183.8779754638672,184.82055260877092,178.78590367545448,181.14776348148376,12900468,184.43701934814453,207.32014434814454
2015-09-09,189.3925628662109,190.40014322748073,184.28965774164683,186.56484620151465,17340694,184.88446807861328,206.74983154296876
2015-09-10,187.8649444580078,188.62334544474885,185.37307823145125,186.56484914426318,11074406,184.83788146972657,206.12643127441407
2015-09-11,186.55404663085935,189.8368015913761,185.52479830752594,188.94839381674902,10634833,184.58977966308592,205.4926315307617
2015-09-14,187.1823883056641,187.58325655747512,184.59301719481002,186.7273506231309,7964072,184.7620407104492,204.83521209716798
2015-09-15,187.8649444580078,188.51500657934812,185.3947460045314,186.78152687506463,11509788,185.35033569335937,204.2447479248047
2015-09-16,189.06756591796875,190.10764804640357,187.47494106283227,188.97006093051598,13424811,185.8487075805664,203.70715545654298
2015-09-18,194.01876831054688,194.90716141754305,190.0642842469671,190.34596527996413,34261453,186.74902801513673,203.3084567260742
2015-09-21,190.2701568603516,192.4586599979373,189.82595300742656,190.68185905070663,12732187,187.66343688964844,202.7723809814453
2015-09-22,183.72630310058597,191.74361140156037,182.9895842751388,190.68186148180067,15745524,187.98196563720703,202.08289245605468
2015-09-23,184.25718688964844,185.65480185835267,182.0145141783895,182.66456193369393,15221260,188.01988677978517,201.44389221191406
2015-09-24,181.44029235839844,183.7479682552496,180.8769157435693,183.7479682552496,29076982,187.22465972900392,200.69069885253907
2015-09-28,180.7685546875,182.2095050578179,179.56596429662866,181.97115954283998,11624639,186.51502075195313,199.86968322753907
2015-09-29,182.17698669433597,184.23548290192915,179.0025712945367,179.8476433354633,15853471,186.07731475830082,199.08550415039062
2015-09-30,186.84654235839844,187.3882511851364,181.68946738490803,184.39802598306673,17292020,186.04373016357422,198.38149780273437
2015-10-01,187.36659240722656,189.37091950173732,186.0448291708866,189.37091950173732,8663393,185.9938949584961,197.76134857177735
2015-10-05,192.41531372070312,192.84868366194448,186.74903175274474,186.95489006868033,16015412,186.32866973876952,197.05755889892578
2015-10-06,194.59300231933597,195.12387725650683,191.92777928181454,194.07296126936302,12330294,186.38609313964844,196.41942443847657
2015-10-07,198.0057830810547,198.92669251255052,193.06539985181988,193.86712204792647,11515191,187.15965576171874,195.9373028564453
2015-10-08,192.6536865234375,198.24413165514807,192.0361404634542,198.24413165514807,10753149,188.0523941040039,195.43351318359376
2015-10-09,192.2744903564453,196.19647348713048,191.00689654478074,193.72627472665081,9327873,188.8541244506836,194.90090423583985
2015-10-12,193.22789001464844,195.3622236602024,192.41531954217825,192.41531954217825,6212395,190.0328842163086,194.44911834716797
2015-10-13,193.6287384033203,194.21378271899326,191.31021444842793,191.7760860166331,6162561,191.31890258789062,193.9873648071289
2015-10-14,195.65475463867188,196.09895848380975,193.7045970607862,194.10546535659054,8002587,192.66667938232422,193.5587643432617
2015-10-15,195.81727600097656,197.3990670504932,195.0372215965088,196.68401597435857,9048478,193.56375274658203,193.1308139038086
2015-10-16,198.2224578857422,198.2224578857422,195.81726257991463,195.99060477692237,15246935,194.6493392944336,192.81358856201172
2015-10-19,208.7749481201172,209.20830357161574,203.89955464608153,203.89955464608153,33505855,196.285302734375,192.70849670410155
2015-10-20,207.30149841308597,209.46833355166953,206.49976189028675,209.09996694948063,18091895,197.55615234375,192.61207214355468
2015-10-21,206.93313598632807,211.22347080445007,206.49976605697344,207.04147485254975,14404450,198.44888763427736,192.4848779296875
2015-10-23,207.073974609375,210.84428283498337,203.93206073101337,208.8724576299984,12153422,199.8909164428711,192.42745666503907
2015-10-26,204.3004302978516,208.6666023454749,203.96456534631585,208.42825683852374,10938775,201.09351043701173,192.3271319580078
2015-10-27,203.58538818359372,205.4705425397982,203.11951653850335,203.42287986477263,11601798,202.12926025390624,192.31261474609374
2015-10-28,203.02200317382807,204.74464914016312,201.4943816465048,203.01116928635355,11958727,203.06858673095704,192.3282162475586
2015-10-29,203.8995819091797,204.76632185700262,202.58863809970921,202.8161642066358,13280382,203.8930694580078,192.21575744628908
2015-10-30,205.35134887695312,207.1281497086737,203.70455468706052,204.1379101598204,13366359,204.84647674560546,192.20275634765625
2015-11-02,207.9732360839844,208.3416027255819,204.80965412889088,205.63304404811734,7222044,205.8215545654297,192.27079498291016
2015-11-03,209.57667541503903,210.28090697028475,208.28741398562846,208.72078391244088,11373522,205.90172729492187,192.3253988647461
2015-11-04,206.13140869140625,211.26683028976163,205.0263232774512,209.75004270123327,10033187,205.78471832275392,192.4770770263672
2015-11-05,202.9461669921875,206.06641338752812,202.16611262558703,205.6330434218748,10767454,205.38602142333986,192.6012368774414
2015-11-06,206.3697662353516,206.8789733878841,203.22785222431574,203.56370272069833,8367190,205.3156005859375,193.1336294555664
2015-11-09,208.2874298095703,209.0999858276653,200.0967650530466,202.27444873910952,17031699,205.71430053710938,193.62376831054686
2015-11-10,199.9450836181641,207.90822199595746,198.5474688015308,207.3665131814007,11486238,205.35027008056642,193.9243084716797
2015-11-13,202.1769256591797,203.3686820934482,198.15743808454164,198.27661083507493,13682323,205.26576232910156,194.20123077392577
2015-11-16,202.44778442382807,204.1162464203342,200.37845414262804,200.64931578292465,15346549,205.1205825805664,194.46948516845703
2015-11-17,201.02850341796875,203.444532567793,200.69265291728763,203.26035648677433,8588142,204.68829803466798,194.78085968017578
2015-11-18,197.61573791503903,201.79773396818385,197.17153408830822,200.99599740979772,11249222,203.65254821777344,195.09353454589845
2015-11-19,202.54527282714844,203.4011787616392,198.7533114246796,199.11084413197418,12183206,202.94940795898438,195.46276306152345
2015-11-20,205.16717529296875,206.45645132438898,200.55180894641563,202.38279382802457,11304265,202.8529846191406,195.86579528808593
2015-11-23,206.6622772216797,207.56151875272354,205.02631692564594,205.84972124928316,10499517,203.22459564208984,196.37651947021484
2015-11-24,209.6850128173828,210.53008489199325,206.07722736726578,206.499763404571,14806176,203.55612030029297,196.9593994140625
2015-11-26,214.2245330810547,214.93959848998765,209.8041918525996,210.4000700503988,23805828,204.14983062744142,197.56633056640624
2015-11-27,212.14437866210935,215.058780930578,211.07179496482988,214.30037994321728,10891864,205.36976013183593,198.02136688232423
2015-11-30,209.55499267578125,213.30363287308145,208.51491071149997,212.0251909570661,29919205,206.1075668334961,198.4551678466797
2015-12-01,209.2950134277344,212.0902287367924,208.28743295707417,208.88331123654012,12981379,206.79228973388672,198.9099871826172
2015-12-02,211.90606689453125,212.28526744858223,208.99166416207524,209.37086471612622,7573628,207.88004608154296,199.40446075439453
2015-12-03,211.7435302734375,214.28956617379202,211.07181477987675,211.2451569809326,11361395,209.2928253173828,199.88203247070314
2015-12-04,209.19747924804688,211.52683722866837,208.3199199541801,210.68176513068136,13443688,209.95804595947266,200.2846307373047
2015-12-07,206.2939453125,210.83347449574848,205.79557200760317,209.19749957472837,14483909,210.0707229614258,200.53013427734376
2015-12-08,203.8779144287109,206.62979423999667,202.83783227560627,205.61137986239547,7532164,209.79228668212892,200.80228942871094
2015-12-09,198.46078491210935,204.43042983888188,197.79990338313576,202.85947293148928,9174419,208.66986389160155,201.0969790649414
2015-12-10,205.92556762695312,206.67312031200535,199.34921002517478,199.89091885238525,18592203,207.8399673461914,201.5303466796875
2015-12-11,206.48892211914065,207.79986573001435,204.311253156215,206.2289088528653,18155513,207.27442169189453,202.03131927490233
2015-12-14,206.95480346679688,208.774954274618,204.98297824648003,205.32967708236694,10563900,207.0144027709961,202.5550442504883
2015-12-15,211.46185302734372,211.90605689006546,206.6406283284482,207.36652773745791,15718833,207.23108673095703,203.14074157714845
2015-12-16,212.0576934814453,213.98618301690462,210.94177431210736,211.46181529637425,12097338,207.24624938964843,203.64496459960938
2015-12-17,218.78575134277344,219.9341867743403,211.9168788500212,212.36108268774072,19369032,207.95047149658203,204.2733477783203
2015-12-18,214.9287872314453,218.63407790552466,214.5170850533323,217.50732470766613,16016139,208.5236022949219,204.72361724853516
2015-12-21,214.9721221923828,216.46724201546115,213.2928262873884,214.0620467410362,12331769,209.39141998291015,205.1311996459961
2015-12-22,213.9320068359375,217.2472625818324,213.21694146484649,215.12376316846704,11579277,210.3968292236328,205.44972412109374
2015-12-23,217.5073089599609,218.1790243822691,214.51706952212285,214.90710389759477,12919467,212.30148162841797,205.94679656982422
2015-12-24,216.8031005859375,218.24405102678202,215.88220567761783,217.5289999823818,11901877,213.3892349243164,206.43736877441407
2015-12-28,218.9374542236328,219.66333917372066,216.68393322951437,216.81393988365494,12885935,214.63408813476562,206.95156005859374
2015-12-29,220.0208740234375,220.73592509246083,218.2332246541743,218.93745629971977,14913870,215.9406951904297,207.4794027709961
